Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Cruise]	Term Source REF	Term Accession Number	Factor Value[Station]	Term Source REF	Term Accession Number	Factor Value[Cast]	Term Source REF	Term Accession Number	Factor Value[Depth]	Unit	Term Source REF	Term Accession Number	Factor Value[Latitude]	Unit	Term Source REF	Term Accession Number	Factor Value[Longitude]	Unit	Term Source REF	Term Accession Number	Factor Value[Sample group]	Term Source REF	Term Accession Number
KP41	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP41	KN210-04			9			30			140	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-13.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-27.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP42	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP42	KN210-04			9			29			253	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-13.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-27.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP47	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP47	KN210-04			19			56			6	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP48	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP48	KN210-04			19			56			86	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP49	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP49	KN210-04			19			56			252	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP1	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP1	AE1319			4			7			1	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP2	AE1319			4			7			35	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP3dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP3dil.2	AE1319			4			7			1500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP4dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP4dil.2	AE1319			4			7			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP5	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP5	AE1319			7			17			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-40.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP6	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP6	AE1319			7			17			40	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-40.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP9	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP9	AE1319			11			31			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP10	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP10	AE1319			11			31			55	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP11dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP11dil.2	AE1319			11			31			350	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP15	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP15	AE1319			15			43			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP16	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP16	AE1319			15			43			70	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP17dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP17dil.2	AE1319			15			43			315	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP18dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP18dil.2	AE1319			15			43			800	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP19dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP19dil.2	AE1319			15			43			1500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
AP20dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AP20dil.2	AE1319			15			43			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
